,p,rmse_train,accuracy_train,recall_train,rmse_test,accuracy_test,recall_test,VaR,deuda_total,VaR_grupo,deuda_grupo,relacion_VaR,relacion_deuda,relacion_r_d_grupo
0,0.45,0.4067144780637476,0.8345833333333333,0.4257122674829291,0.41482928215512144,0.8279166666666666,0.3872832369942196,257552387.1,1220687832.0,115597662.544,171481107,0.44883164875935255,0.14047908277994534,0.6741131111545717
1,0.1,0.71224410609472,0.49270833333333336,0.9625618083352955,0.7388053419767167,0.45416666666666666,0.9248554913294798,257552387.1,1220687832.0,223208409.782,749562732,0.8666524597006929,0.6140494828820412,0.2977848287446607
2,0.2,0.48739315068364814,0.7624479166666667,0.7652460560395573,0.5155902766086007,0.7341666666666666,0.6946050096339114,257552387.1,1220687832.0,162104791.114,324176375,0.6294051200195613,0.26556861345038785,0.5000512178409052
3,0.30000000000000004,0.4214310936163428,0.8223958333333333,0.588650812338121,0.4356508540869244,0.8102083333333333,0.5549132947976878,257552387.1,1220687832.0,138807039.05,232632557,0.5389468162688988,0.19057497822260588,0.5966793334520242
4,0.4,0.40735426842000805,0.8340625,0.4688015069460796,0.4173328008516305,0.8258333333333333,0.4344894026974952,257552387.1,1220687832.0,122743067.33,187874304,0.47657514928154204,0.15390855800715478,0.6533254666375238
5,0.5,0.40716243687255826,0.83421875,0.3910995997174476,0.41558192132638944,0.8272916666666666,0.3535645472061657,257552387.1,1220687832.0,107966157.402,155965793,0.41920076384335714,0.12776877831612563,0.6922425445046145
